Date,địa chỉ,mặt tiền,đường vào,số tầng,số phòng  ngủ,số phòng toilet,m^2,price
07/10/2021,"Đường Phạm Thận Duật, Phường Mai Dịch, Cầu Giấy, Hà Nội",4,5,7,9,6,60,205 triệu/m²
07/10/2021,"Phố Hàm Long, Phường Phan Chu Trinh, Hoàn Kiếm, Hà Nội",4.8,5,2,1,2,30,166.7 triệu/m²
07/10/2021,"Đường Đất Thánh, Phường 6, Tân Bình, Hồ Chí Minh",,10,4,4,3,37.4,248.7 triệu/m²
07/10/2021,"Đường Mã Lò, Phường Bình Trị Đông A, Bình Tân, Hồ Chí Minh",,20,2,3,2,72,109.7 triệu/m²
07/10/2021,"38/4 Đường Tân Chánh Hiệp 34, Phường Tân Chánh Hiệp, Quận 12, Hồ Chí Minh",5,,1,2,2,25,78.8 triệu/m²
07/10/2021,"Phố Hoàng Sâm, Cầu Giấy, Hà Nội",,,4,7,3,60,233.3 triệu/m²
07/10/2021,"Đường An Thượng 27, Ngũ Hành Sơn, Đà Nẵng",,,8,21,,90,138.9 triệu/m²
07/10/2021,"Đường Ngọc Trục, Phường Đại Mỗ, Nam Từ Liêm, Hà Nội.",9,4.3,1,,,40.5,63 triệu/m²
07/10/2021,"Dự án Nhà phố Taka Garden Riverside Homes, Đường Đinh Viết Cừu, Xã Bình Tâm, Tân An, Long An",4,12,2,3,2,64,29.7 triệu/m²
07/10/2021,"Ngõ 79, Đường Cầu Giấy, Phường Quan Hoa, Cầu Giấy, Hà Nội",4.5,3,5,9,9,60,99.7 triệu/m²
07/10/2021,"Đường Bùi Xương Trạch, Phường Khương Đình, Thanh Xuân, Hà Nội",3.5,5,6,3,4,28,133.9 triệu/m²
07/10/2021,"Phố Bà Triệu, Phường Nguyễn Trãi, Hà Đông, Hà Nội",6.1,5,4,4,,63,107.9 triệu/m²
07/10/2021,"20, Đường Trần Kim Xuyến, Phường Yên Hòa, Cầu Giấy, Hà Nội",5.2,,5,4,5,60,215 triệu/m²
07/10/2021,"Dự án An Vượng Villa, Đường Tố Hữu, Phường Dương Nội, Hà Đông, Hà Nội",9,11.5,3,5,5,225,84.4 triệu/m²
07/10/2021,"Đường Ngô Thì Nhậm, Phường Hà Cầu, Hà Đông, Hà Nội",4.8,24,3,5,4,42,226.2 triệu/m²
07/10/2021,"Đường Bồ Đề, Phường Bồ Đề, Long Biên, Hà Nội",4.5,3,5,6,6,55,136.4 triệu/m²
07/10/2021,"Đường Cổ Linh, Phường Thạch Bàn, Long Biên, Hà Nội",4.2,,4,4,3,65,241.5 triệu/m²
07/10/2021,"Phố Trần Quốc Hoàn, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",5,10,5,4,,70,200 triệu/m²
07/10/2021,"Phố Trung Kính, Phường Trung Hòa, Cầu Giấy, Hà Nội",4.5,20,6,10,10,195,143.6 triệu/m²
06/10/2021,"Đường Nguyên Hồng, Đống Đa, Hà Nội",5,12,9,6,6,52,453.8 triệu/m²
06/10/2021,"Đường Nguyễn Tiểu La, Phường 8, Quận 10, Hồ Chí Minh",3.5,6,4,5,4,49,255.1 triệu/m²
06/10/2021,"Ngõ 83, Đường Trường Chinh, Phường Phương Mai, Đống Đa, Hà Nội",6,7,5,5,4,50,120 triệu/m²
06/10/2021,"Đường Đại Từ, Phường Đại Kim, Hoàng Mai, Hà Nội",4.9,3,4,3,4,54,71.3 triệu/m²
06/10/2021,"Dự án KĐT Trung Yên, Đường Trung Yên 14, Phường Yên Hòa, Cầu Giấy, Hà Nội",4,9,6,6,,39,230.8 triệu/m²
06/10/2021,"Đường Quốc Lộ 13, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh",8,8,4,4,4,64,103.9 triệu/m²
06/10/2021,"Phố Nguyễn Ngọc Vũ, Phường Trung Hòa, Cầu Giấy, Hà Nội",4,5.5,6,6,6,45,188.9 triệu/m²
06/10/2021,"Đường Lê Trọng Tấn, Phường La Khê, Hà Đông, Hà Nội",,5,5,5,5,62,83.9 triệu/m²
06/10/2021,"Đường Phan Đình Giót, Phường Phương Liệt, Thanh Xuân, Hà Nội",3.4,,4,4,3,40,145 triệu/m²
06/10/2021,"Đường Xuân La, Phường Xuân La, Tây Hồ, Hà Nội",4.8,3,5,3,4,30,126.7 triệu/m²
06/10/2021,"Đường 1C, Bình Tân, Hồ Chí Minh",6,,1,2,2,48,58.3 triệu/m²
06/10/2021,"Dự án Khu đô thị ID Junction, Đường Phạm Văn Đồng, Thị trấn Long Thành, Long Thành, Đồng Nai",,,3,3,3,105,50 triệu/m²
06/10/2021,"Dự án Ecopark, Đường Trúc, Xã Xuân Quan, Văn Giang, Hưng Yên",7,30,4,6,7,122.5,138.8 triệu/m²
06/10/2021,"Ngõ 77, Đường Xuân La, Phường Xuân La, Tây Hồ, Hà Nội",5,3,5,3,4,50,104 triệu/m²
06/10/2021,"Dự án NovaWorld Phan Thiết, Đường Lạc Long Quân, Xã Tiến Thành, Phan Thiết, Bình Thuận  ",5,16,2,3,3,100,34 triệu/m²
06/10/2021,"Đường Nguyễn Thị Tú, Phường Bình Hưng Hòa B, Bình Tân, Hồ Chí Minh",4,8,3,4,5,72,105.6 triệu/m²
06/10/2021,"Dự án Aqua City, Đường Ngô Quyền, Xã Long Hưng, Biên Hòa, Đồng Nai",8,12,3,4,3,160,49.4 triệu/m²
06/10/2021,"Dự án Vinhomes Gardenia, Đường Hàm Nghi, Thị trấn Cầu Diễn, Nam Từ Liêm, Hà Nội.",6,10,5,4,,110,227.3 triệu/m²
06/10/2021,"Dự án Vườn Vua Resort &amp; Villas, Đường 316, Xã Đồng Trung, Thanh Thủy, Phú Thọ",10,,2,4,4,280,5 tỷ
06/10/2021,"Đường Thanh Niên, Phường Trúc Bạch, Ba Đình, Hà Nội",,15,5,8,9,90,272.2 triệu/m²
06/10/2021,"Đường Nguyễn Khánh Toàn, Phường Quan Hoa, Cầu Giấy, Hà Nội",8,3,4,3,3,30,80 triệu/m²
06/10/2021,"đường Mỹ Đình, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội",5,2.5,2,8,8,82,68.3 triệu/m²
06/10/2021,"Đường Số 10, Phường Bình Hưng Hòa, Bình Tân, Hồ Chí Minh",6,7,4,4,5,48,104.2 triệu/m²
06/10/2021,"Dự án ParaSol, Đường Nguyễn Tất Thành, Phường Cam Nghĩa, Cam Ranh, Khánh Hòa",20,20,3,4,4,122,41 triệu/m²
06/10/2021,"Đường Nguyễn Thị Tồn, Phường Bửu Hòa, Biên Hòa, Đồng Nai",8,8,3,3,3,130,26.9 triệu/m²
06/10/2021,"Phố Phương Liệt, Phường Phương Liệt, Thanh Xuân, Hà Nội",4,3,5,5,4,45,133.3 triệu/m²
06/10/2021,"Đường Dương Văn Bé, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội",4,3,5,5,5,55,101.8 triệu/m²
06/10/2021,"Dự án Xuân Phương Garden, Đường Trần Hữu Dực, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội",8,17.5,3,4,4,145,75.9 triệu/m²
06/10/2021,"Đường Cầu Giấy, Phường Quan Hoa, Cầu Giấy, Hà Nội",3.5,3,6,7,,40,117.5 triệu/m²
06/10/2021,"Dự án Vinhomes Ocean Park Gia Lâm, Xã Dương Xá, Gia Lâm, Hà Nội",5.5,10,5,,,126,111.1 triệu/m²
06/10/2021,"Dự án New House City, Thị trấn Quốc Oai, Quốc Oai, Hà Nội",,,4,5,6,389,64.3 triệu/m²
06/10/2021,"Phố Vạn Phúc, Phường Vạn Phúc, Hà Đông, Hà Nội",4,,5,6,4,60,266.7 triệu/m²
06/10/2021,"Đường Số 2, Phường Hiệp Thành, Thủ Dầu Một, Bình Dương",,8,3,4,3,120,58.3 triệu/m²
06/10/2021,"Đường 2, Phường Hiệp Thành, Thủ Dầu Một, Bình Dương",,8,,2,2,120,33.3 triệu/m²
06/10/2021,"Đường Tân Mai, Phường Tân Mai, Hoàng Mai, Hà Nội",4,4,5,4,4,30,116.7 triệu/m²
06/10/2021,"Dự án Him Lam Vạn Phúc, Đường Tố Hữu, Phường Vạn Phúc, Hà Đông, Hà Nội",7,40,7,,,91,27.3 tỷ
06/10/2021,"Phố Thái Hà, Phường Trung Liệt, Đống Đa, Hà Nội",3.8,,7,7,7,50,320 triệu/m²
06/10/2021,"Dự án Đô Nghĩa, Đường Nguyễn Văn Trác, Phường Yên Nghĩa, Hà Đông, Hà Nội",10,,4,4,4,200,64 triệu/m²
06/10/2021,"Đường Trần Thái Tông, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",6,,5,3,4,38,110.5 triệu/m²
06/10/2021,"Phố Trung Kính, Phường Yên Hòa, Cầu Giấy, Hà Nội",4,,3,4,3,33,75.8 triệu/m²
06/10/2021,"Dự án NovaWorld Phan Thiết, Đường Lạc Long Quân, Xã Tiến Thành, Phan Thiết, Bình Thuận  ",12,12,2,3,5,300,52.7 triệu/m²
06/10/2021,"Phố Việt Hưng, Phường Việt Hưng, Long Biên, Hà Nội",4.13,3.2,5,3,4,39.5,69.9 triệu/m²
30/09/2021,"Phố Sài Đồng, Phường Sài Đồng, Long Biên, Hà Nội",3.88,4.15,5,5,3,44.5,80.9 triệu/m²
06/10/2021,"Phố Trần Đại Nghĩa, Phường Trương Định, Hai Bà Trưng, Hà Nội",5,3,5,4,4,34,115.9 triệu/m²
06/10/2021,"Đường Huỳnh Văn Bánh, Phường 13, Phú Nhuận, Hồ Chí Minh",4.1,,4,6,4,45,235.6 triệu/m²
06/10/2021,"Dự án Geleximco Lê Trọng Tấn, Đường Lê Trọng Tấn, Phường Dương Nội, Hà Đông, Hà Nội",6,27,4,,,144,97.2 triệu/m²
06/10/2021,"Xã Phú Quới, Long Hồ, Vĩnh Long",5,20,1,1,2,125,20 triệu/m²
06/10/2021,"Phường Trung Hòa, Cầu Giấy, Hà Nội",4,5,6,6,4,39,230.8 triệu/m²
06/10/2021,"Phố Trần Quốc Hoàn, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",4,,5,4,4,45,222.2 triệu/m²
06/10/2021,"Dự án KĐT Trung Văn - Vinaconex 3, Đường Tố Hữu, Phường Trung Văn, Nam Từ Liêm, Hà Nội.",8.5,15,4,,,170,138.2 triệu/m²
06/10/2021,"Đường Nguyễn Văn Cừ, Phường Ngọc Lâm, Long Biên, Hà Nội",5.5,12,5,2,4,96,182.3 triệu/m²
06/10/2021,"Đường Lê Trọng Tấn, Phường Kiến Hưng, Hà Đông, Hà Nội",3.8,3,2,3,1,40,71.2 triệu/m²
06/10/2021,"Đường Sinco, Phường An Lạc A, Bình Tân, Hồ Chí Minh",,8,3,4,5,53,143.4 triệu/m²
06/10/2021,"Đường Hồ Tùng Mậu, Nam Từ Liêm, Hà Nội.",4,,7,4,,55,154.5 triệu/m²
06/10/2021,"Đường Minh Khai, Phường Quỳnh Lôi, Hai Bà Trưng, Hà Nội",3.6,3,4,3,3,32,128.1 triệu/m²
06/10/2021,"Phố Thái Hà, Phường Trung Liệt, Đống Đa, Hà Nội",4.6,10,8,4,5,52,313.5 triệu/m²
06/10/2021,"Dự án Thành Phố Mới Bình Dương, Thủ Dầu Một, Bình Dương",6,13,5,6,7,356,21.6 triệu/m²
06/10/2021,"Số 6/7, Đường Phạm Văn Đồng, Phường 3, Gò Vấp, Hồ Chí Minh",,3,2,2,3,42.5,112.9 triệu/m²
06/10/2021,"Đường Hùng Vương, Phường 9, Quận 5, Hồ Chí Minh",4.4,32,4,8,,69,317.4 triệu/m²
06/10/2021,"Đường Mậu Lương, Phường Kiến Hưng, Hà Đông, Hà Nội",3.5,2.5,4,4,3,33,69.4 triệu/m²
06/10/2021,"Đường Lạc Long Quân, Phường Nghĩa Đô, Cầu Giấy, Hà Nội",4,5,4,4,,45,100 triệu/m²
06/10/2021,"Dự án East Center, Đường Ngô Xuân Quảng, Thị trấn Trâu Quỳ, Gia Lâm, Hà Nội",6,40,3,,,90,173.3 triệu/m²
06/10/2021,"Dự án TSG HoaBinh Centre, Đường Chi Lăng, Phường Quỳnh Lâm, Hòa Bình, Hòa Bình",,30,4,,,157.78,7.7 tỷ
06/10/2021,"Dự án An Phú Shop Villa, Đường Tố Hữu, Phường La Khê, Hà Đông, Hà Nội",14,27,4,4,4,237,92.8 triệu/m²
06/10/2021,"107, Đường 38, Phường Hiệp Bình Chánh, Thủ Đức, Hồ Chí Minh",,2.5,3,4,3,36.8,108.7 triệu/m²
06/10/2021,"Đường Số 12, Phường Hiệp Bình Chánh, Thủ Đức, Hồ Chí Minh",7,20,3,5,4,123,166.7 triệu/m²
06/10/2021,"Đường Hoàng Mai, Phường Hoàng Văn Thụ, Hoàng Mai, Hà Nội",,,5,3,3,34,116.2 triệu/m²
06/10/2021,"Phố Giảng Võ, Phường Cát Linh, Đống Đa, Hà Nội",,3.2,4,4,3,38,150 triệu/m²
06/10/2021,"Đường Số 26, Phường Hiệp Bình Chánh, Thủ Đức, Hồ Chí Minh",4,5,2,2,2,100,59.5 triệu/m²
06/10/2021,"Dự án Belhomes Hải Phòng, Đường 9C, Xã An Lư, Thủy Nguyên, Hải Phòng",5,12,3,3,3,75,40 triệu/m²
06/10/2021,"Dự án An Phú Shop Villa, Đường Tố Hữu, Phường Dương Nội, Hà Đông, Hà Nội",9,27,4,5,,171,84.8 triệu/m²
06/10/2021,"Đường Đức Diễn, Phường Phúc Diễn, Bắc Từ Liêm, Hà Nội",,,5,4,,30,73.3 triệu/m²
06/10/2021,"Dự án Verosa Park, Đường Liên Phường, Phường Phú Hữu, Quận 9, Hồ Chí Minh",5,24,4,4,4,85,129.4 triệu/m²
06/10/2021,"Đường Nguyễn Phong Sắc, Phường Nghĩa Tân, Cầu Giấy, Hà Nội",4,5,4,3,4,55,280 triệu/m²
06/10/2021,"Dự án Vinhomes Gardenia, Đường Hàm Nghi, Thị trấn Cầu Diễn, Nam Từ Liêm, Hà Nội.",,30,4,4,4,121,177.7 triệu/m²
06/10/2021,"Phường Mỹ An, Ngũ Hành Sơn, Đà Nẵng",5,10,7,12,13,105,180 triệu/m²
06/10/2021,"Đường Phan Đình Giót, Phường La Khê, Hà Đông, Hà Nội",5,5,,4,4,70,69.3 triệu/m²
06/10/2021,"Phố Đại La, Phường Trương Định, Hai Bà Trưng, Hà Nội",5.6,4,7,3,6,36,466.7 triệu/m²
06/10/2021,"Phố Hàng Bông, Phường Hàng Bông, Hoàn Kiếm, Hà Nội.",5,30,2,4,4,50,380 triệu/m²
06/10/2021,"Ngõ 325, Đường Kim Ngưu, Phường Thanh Lương, Hai Bà Trưng, Hà Nội",9,,5,6,4,86,77.9 triệu/m²
06/10/2021,"Phố Trung Kính, Phường Trung Hòa, Cầu Giấy, Hà Nội",,,5,7,5,49,116.3 triệu/m²
06/10/2021,"Đường Cầu Giấy, Phường Quan Hoa, Cầu Giấy, Hà Nội",4,4,5,4,5,50,112 triệu/m²
05/10/2021,"Dự án Vinhomes Gardenia, Đường Hàm Nghi, Thị trấn Cầu Diễn, Nam Từ Liêm, Hà Nội",56,30,5,8,8,110,241.8 triệu/m²
05/10/2021,"Đường Lạc Long Quân, Phường Bưởi, Tây Hồ, Hà Nội",,,5,6,5,50,264 triệu/m²
05/10/2021,"đường Võng Thị, Phường Bưởi, Tây Hồ, Hà Nội",,,5,3,3,32,123.4 triệu/m²
05/10/2021,"Dự án Việt Hưng, Đường Vạn Hạnh, Phường Giang Biên, Long Biên, Hà Nội",11,13.5,3,6,5,222,117.1 triệu/m²
05/10/2021,"Đường 10, Phường Hiệp Bình Chánh, Thủ Đức, Hồ Chí Minh",10,6,2,5,4,204,127.5 triệu/m²
05/10/2021,"Số 6 ngõ 394, Đường Đội Cấn, Phường Đội Cấn, Ba Đình, Hà Nội",5,3,3,3,3,32,92.2 triệu/m²
05/10/2021,"Đường Đội Cấn, Phường Đội Cấn, Ba Đình, Hà Nội",6,20,5,4,5,82,268.3 triệu/m²
05/10/2021,"Dự án Văn Khê, Đường Lê Văn Lương, Phường La Khê, Hà Đông, Hà Nội",13.5,,3,,,230,47.8 triệu/m²
05/10/2021,"Số 10 ngõ 105, Đường Xuân La, Phường Xuân La, Tây Hồ, Hà Nội",4.2,6,4,3,3,60,154.2 triệu/m²
05/10/2021,"Đường Đức Giang, Phường Đức Giang, Long Biên, Hà Nội",7.4,2,4,4,,47,61.7 triệu/m²
05/10/2021,"Dự án An Phú Shop Villa, Đường Tố Hữu, Phường La Khê, Hà Đông, Hà Nội",9.5,12,4,4,3,171,87.1 triệu/m²
05/10/2021,"Dự án Thanh Long Bay, Đường ĐT 719B, Xã Tân Thành, Hàm Thuận Nam, Bình Thuận  ",6,13,3,5,,108,62 triệu/m²
05/10/2021,"Đường Đinh Tiên Hoàng, Phường Đa Kao, Quận 1, Hồ Chí Minh",12,5,5,4,6,35,171.4 triệu/m²
05/10/2021,"Dự án Thanh Long Bay, Xã Tân Thành, Hàm Thuận Nam, Bình Thuận  ",6,13,3,4,5,108,62 triệu/m²
05/10/2021,"Đường Lê Quang Đạo, Phường Phú Đô, Nam Từ Liêm, Hà Nội",4.5,4,5,5,4,55,136.4 triệu/m²
05/10/2021,"Đội 7 ngõ 12, Đường Thượng Phúc, Xã Tả Thanh Oai, Thanh Trì, Hà Nội",,20,1,2,,40.6,10.3 triệu/m²
05/10/2021,"Dự án Izumi City, Đường Hương lộ 2, Xã Long Hưng, Biên Hòa, Đồng Nai",,,4,4,4,200,6 tỷ
05/10/2021,"Dự án Lideco, Đường Quốc lộ 32, Thị trấn Trạm Trôi, Hoài Đức, Hà Nội",9,12,5,5,4,144,72.2 triệu/m²
05/10/2021,"Đường Hà Huy Giáp, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh",3,3.5,3,3,3,44,31.6 triệu/m²
05/10/2021,"Thôn Hạ, Xã Cự Khê, Thanh Oai, Hà Nội",,,4,4,4,36,51.4 triệu/m²
05/10/2021,"Phố Vạn Phúc, Phường Liễu Giai, Ba Đình, Hà Nội",6,8,5,6,5,57.5,257.4 triệu/m²
05/10/2021,"Dự án Movenpick Resort Phú Quốc, Phường Dương Đông, Phú Quốc, Kiên Giang",15,42,2,3,4,350,45.7 triệu/m²
05/10/2021,"Dự án An Lạc Green Symphony, Đường Xuân Phương, Xã Vân Canh, Hoài Đức, Hà Nội",6,13.5,3,,,90,122.2 triệu/m²
05/10/2021,"Phố Thái Hà, Phường Trung Liệt, Đống Đa, Hà Nội",,5,5,5,4,40,125 triệu/m²
05/10/2021,"Dự án Mỹ Gia, Phố Phùng Hưng, Xã Vĩnh Thái, Nha Trang, Khánh Hòa",5,14.8,3,3,3,100,36.5 triệu/m²
05/10/2021,"273/12, Đường Lạc Long Quân, Phường 3, Quận 11, Hồ Chí Minh",3.4,6,4,3,2,45.9,141.6 triệu/m²
05/10/2021,"Dự án Ivory Villas &amp; Resort, Đường Quốc lộ 6, Xã Lâm Sơn, Lương Sơn, Hòa Bình",12,20,3,,,250,24.4 triệu/m²
05/10/2021,"Dự án Gamuda City (Gamuda Gardens), Đường Pháp Vân, Phường Yên Sở, Hoàng Mai, Hà Nội",8,13,3,5,4,200,130 triệu/m²
05/10/2021,"Dự án Làng Việt Kiều Châu Âu Euroland, Phường Mỗ Lao, Hà Đông, Hà Nội",4.5,,4,5,5,79,167.1 triệu/m²
05/10/2021,"258/8, Đường 27/4, Phường Phước Hưng, Bà Rịa, Bà Rịa Vũng Tàu",3,8,1,2,1,45,22.2 triệu/m²
05/10/2021,"Đường Xô Viết Nghệ Tĩnh, Phường 24, Bình Thạnh, Hồ Chí Minh",,,3,3,3,40,147 triệu/m²
05/10/2021,"180, Đường Nguyễn An Ninh, Phường 7, Vũng Tàu, Bà Rịa Vũng Tàu",5,3.5,2,4,2,73,68.5 triệu/m²
05/10/2021,"Dự án NovaWorld Phan Thiết, Đường Lạc Long Quân, Xã Tiến Thành, Phan Thiết, Bình Thuận  ",10,12,2,3,3,200,33.8 triệu/m²
05/10/2021,"Dự án Phúc Lộc Viên, Đường Ngô Quyền, Phường  An Hải Bắc, Sơn Trà, Đà Nẵng",8.2,7.5,2,4,3,225,48.9 triệu/m²
05/10/2021,"Số 16/102, Đường Cát Bi, Phường Cát Bi, Hải An, Hải Phòng",45,9,5,8,5,66.15,79.4 triệu/m²
05/10/2021,"Phố Việt Hưng, Phường Việt Hưng, Long Biên, Hà Nội",22,15,6,6,10,150,152 triệu/m²
05/10/2021,"Đường Quang Trung, Phường Quang Trung, Hà Đông, Hà Nội",13,40,4,6,,50,290 triệu/m²
05/10/2021,"Đường Đường Y, Thị trấn Trâu Quỳ, Gia Lâm, Hà Nội",8.2,,4,6,,86,12 tỷ
05/10/2021,"Xã Hải Bối, Đông Anh, Hà Nội",6,6,2,3,2,94,34 triệu/m²
05/10/2021,"Đường Ngọc Thụy, Phường Gia Thụy, Long Biên, Hà Nội",3.65,4.5,3,2,2,61.55,85.5 triệu/m²
05/10/2021,"Phố Trần Quốc Hoàn, Phường Nghĩa Tân, Cầu Giấy, Hà Nội",,8,5,,,45,184.4 triệu/m²
05/10/2021,"Phố Tạ Quang Bửu, Phường Bách Khoa, Hai Bà Trưng, Hà Nội",,22,5,7,5,42,97.6 triệu/m²
05/10/2021,"Ngõ 243, Đường Tam Trinh, Phường Hoàng Văn Thụ, Hoàng Mai, Hà Nội",4.5,,5,5,4,34,100 triệu/m²
05/10/2021,"Đường Nguyễn Quý Đức, Phường Thanh Xuân Bắc, Thanh Xuân, Hà Nội",5,,5,4,4,45,128.9 triệu/m²
05/10/2021,"Đường Tân Mai, Phường Tân Mai, Hoàng Mai, Hà Nội",,,5,6,6,45,82.2 triệu/m²
05/10/2021,"Phố Kim Mã, Phường Ngọc Khánh, Ba Đình, Hà Nội",3.2,3,4,2,,15,101.3 triệu/m²
05/10/2021,"Phố 8/3, Phường Quỳnh Mai, Hai Bà Trưng, Hà Nội",,3,3,2,,17,102.9 triệu/m²
05/10/2021,"Dự án Casamia Calm Hội An, Hội An, Quảng Nam",,,2,3,3,150,46.3 triệu/m²
05/10/2021,"Dự án Ivory Villas &amp; Resort, Huyện Lương Sơn, Hòa Bình",,,2,3,2,400,15 triệu/m²
05/10/2021,"Đường Trường Chinh, Phường Tân Thới Nhất, Quận 12, Hồ Chí Minh",4,4.5,,1,1,88,56.2 triệu/m²
05/10/2021,"Hẻm 1491, Đường Lê Văn Lương, Xã Nhơn Đức, Nhà Bè, Hồ Chí Minh",,6,2,2,2,38.5,46 triệu/m²
05/10/2021,"Dự án Louis City, Đường Lê Quang Đạo, Phường Đại Mỗ, Nam Từ Liêm, Hà Nội.",6,,,6,,105,9.4 tỷ
05/10/2021,"436B/71, Đường 3/2, Phường 12, Quận 10, Hồ Chí Minh",3.5,6,3,4,4,70,150 triệu/m²
05/10/2021,"Đường Phùng Khoang, Phường Trung Văn, Nam Từ Liêm, Hà Nội.",5,25,7,18,18,102,230.4 triệu/m²
05/10/2021,"Ngõ 165, Đường Dương Quảng Hàm, Phường Quan Hoa, Cầu Giấy, Hà Nội",4,15,5,,,70,188.6 triệu/m²
05/10/2021,"452 Đường Hoàng Diệu, Phường  Hòa Thuận Đông, Hải Châu, Đà Nẵng",5.7,10.5,1,3,,142,176.1 triệu/m²
05/10/2021,"Phố Phú Lương, Phường Phú Lương, Hà Đông, Hà Nội",3.5,2.5,5,3,4,55,47.3 triệu/m²
05/10/2021,"Đường Ba La, Phường Phú Lãm, Hà Đông, Hà Nội",3.5,3,4,4,3,36,49.7 triệu/m²
05/10/2021,"Phố Đại La, Phường Bách Khoa, Hai Bà Trưng, Hà Nội",5.5,30,7,4,5,42,400 triệu/m²
05/10/2021,"Dự án Sadeco Phước Kiển, Đường Lê Văn Lương, Xã Phước Kiển, Nhà Bè, Hồ Chí Minh",,,4,5,6,95,91.6 triệu/m²
05/10/2021,"Đường Khương Trung, Phường Khương Trung, Thanh Xuân, Hà Nội",4.5,3,6,4,4,43,148.8 triệu/m²
05/10/2021,"Đường Kinh Dương Vương, Phường An Lạc, Bình Tân, Hồ Chí Minh",,,4,4,5,52,146.2 triệu/m²
05/10/2021,"Đường Trường Chinh, Phường Phương Mai, Đống Đa, Hà Nội",6,3,5,5,4,50,124 triệu/m²
05/10/2021,"Phố Quan Nhân, Phường Nhân Chính, Thanh Xuân, Hà Nội",3.7,2.5,5,3,4,32,106.2 triệu/m²
05/10/2021,"Đường Nguyễn Thị Tú, Phường Bình Hưng Hòa B, Bình Tân, Hồ Chí Minh",4,5,3,4,3,56,85.7 triệu/m²
05/10/2021,"Phường Bình Hiên, Hải Châu, Đà Nẵng",5.2,4,3,3,3,62.4,120.2 triệu/m²
05/10/2021,"Đường La Phù, Xã La Phù, Hoài Đức, Hà Nội",4,2,3,,,38,41.6 triệu/m²
05/10/2021,"698, Đường Lạc Long Quân, Phường Phú Thượng, Tây Hồ, Hà Nội",6.1,,5,12,,101,117.8 triệu/m²
05/10/2021,"Đường Núi Thành, Hải Châu, Đà Nẵng",,,3,3,4,80,131.2 triệu/m²
05/10/2021,"Đường Khương Đình, Phường Khương Đình, Thanh Xuân, Hà Nội",,,6,3,3,31,125.8 triệu/m²
05/10/2021,"Đường Tăng Thiết Giáp, Phường Cổ Nhuế 2, Bắc Từ Liêm, Hà Nội",7,18,2,,,95,189.5 triệu/m²
05/10/2021,"Ngõ 266, Đường Nguyễn Văn Cừ, Phường Bồ Đề, Long Biên, Hà Nội",4,2.5,5,4,,31,3.4 tỷ
05/10/2021,"Đường Nguyễn Hoàng, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội.",5,10,5,5,5,70,250 triệu/m²
05/10/2021,"Ngõ 156, Phố Phương Liệt, Phường Phương Liệt, Thanh Xuân, Hà Nội",,,5,5,3,50,124 triệu/m²
05/10/2021,"Phố Lý Thường Kiệt, Phường Lam Sơn, Thanh Hóa, Thanh Hóa.",9,10,4,2,2,45,115.6 triệu/m²
05/10/2021,"Phố Lý Thường Kiệt, Phường Lam Sơn, Thanh Hóa, Thanh Hóa.",9,10,4,2,2,45,115.6 triệu/m²
05/10/2021,"Đường Mỹ Đình, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội",5,5,4,4,4,45,148.9 triệu/m²
05/10/2021,"Ngõ 147, Đường Triều Khúc, Xã Tân Triều, Thanh Trì, Hà Nội",5.2,,7,12,13,50,136 triệu/m²
05/10/2021,"Dự án West Lakes Golf &amp; Villas, Đường Quốc lộ N2, Xã Tân Mỹ, Đức Hòa, Long An",,22,3,4,4,84,41.7 triệu/m²
05/10/2021,"Đường Cầu Giấy, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",4,12,2,1,2,48,247.9 triệu/m²
05/10/2021,"Đường Minh Khai, Phường Minh Khai, Hai Bà Trưng, Hà Nội",9,20,4,5,5,100,152 triệu/m²
